"OID","Objective Name","Status","SDID","SD Name"
"O-005495","Salty","Active","SD-000174","Expressive taste"
"O-005496","Same - Category","Active","SD-000390","Receptive"
"O-005497","Same - Colour","Active","SD-000390","Receptive"
"O-005498","Same - Function","Active","SD-000390","Receptive"
"O-005499","Same - Item","Active","SD-000390","Receptive"
"O-005500","Same identical","Active","SD-000331","Put with same/different"
"O-005501","Same non-identical","Active","SD-000331","Put with same/different"
"O-005502","Sand","Active","SD-000311","Planned model with toy"
"O-005503","sand","Active","SD-000266","Matching"
"O-005504","sand","Active","SD-000154","Expressive"
"O-005505","sand","Active","SD-000392","Receptive"
"O-005506","Sandpit","Active","SD-000023","Activity"
"O-005507","Sandwich","Active","SD-000135","Expressive"
"O-005508","Sang","Active","SD-000088","Exp. past tense"
"O-005509","sang","Active","SD-000299","Past"
"O-005510","sat","Active","SD-000299","Past"
"O-005511","Saturday","Active","SD-000132","Expressive"
"O-005512","Saturday","Active","SD-000373","Receptive"
"O-005513","Sauce","Active","SD-000175","Expressive visual only"
"O-005514","Say (Action)","Active","SD-000017","Actions"
"O-005515","Say (Question)","Active","SD-000350","Questions"
"O-005516","Say vs Do (Question)","Active","SD-000350","Questions"
"O-005517","Say vs Do Action","Active","SD-000017","Actions"
"O-005518","Say vs. do (reciprocal)","Active","SD-000407","Reciprocal"
"O-005519","Say vs. Don't say discrim","Active","SD-000423","Say"
"O-005520","Scared","Active","SD-000375","Receptive"
"O-005521","Scared","Active","SD-000133","Expressive"
"O-005522","Scared (re-intro'd)","Active","SD-000133","Expressive"
"O-005523","scarf","Active","SD-000266","Matching"
"O-005524","scarf","Active","SD-000154","Expressive"
"O-005525","scarf","Active","SD-000392","Receptive"
"O-005526","Scavenger hunt","Active","SD-000440","Social game"
"O-005527","School","Active","SD-000381","Receptive"
"O-005528","School","Active","SD-000168","Expressive Occupation Location"
"O-005529","school","Active","SD-000152","Expressive"
"O-005530","school","Active","SD-000266","Matching"
"O-005531","school","Active","SD-000154","Expressive"
"O-005532","School","Active","SD-000139","Expressive"
"O-005533","School","Active","SD-000400","Receptive Function"
"O-005534","School","Active","SD-000165","Expressive Function"
"O-005535","school","Active","SD-000392","Receptive"
"O-005536","School","Active","SD-000189","Generalised SD"
"O-005537","school go to","Active","SD-000339","Q/A"
"O-005538","School go to","Active","SD-000411","Reciprocal"
"O-005539","Scientist","Active","SD-000078","Exp. function"
"O-005540","Scientist","Active","SD-000142","Expressive"
"O-005541","Scientist","Active","SD-000385","Receptive"
"O-005542","Scissors","Active","SD-000135","Expressive"
"O-005543","Scoop item","Active","SD-000021","Activity"
"O-005544","Scoop liquid","Active","SD-000021","Activity"
"O-005545","Scoop rice","Active","SD-000021","Activity"
"O-005546","Scooter","Active","SD-000323","Present activity"
"O-005547","scooter","Active","SD-000266","Matching"
"O-005548","scooter","Active","SD-000154","Expressive"
"O-005549","scooter","Active","SD-000392","Receptive"
"O-005550","scream inside","Active","SD-000511","Why don't/because"
"O-005551","Scribble","Active","SD-000180","From model"
"O-005552","Scribble","Active","SD-000374","Receptive"
"O-005553","Scribble","Active","SD-000220","Imitation"
"O-005554","Scribble","Active","SD-000244","Language exposure"
"O-005555","s?","Active","SD-000065","CV - VI"
"O-005556","s?","Active","SD-000065","CV - VI"
"O-005557","Self-directs","Active","SD-000036","Break Card"
"O-005558","sentence building","Active","SD-000056","Communication opportunity"
"O-005559","September","Active","SD-000126","Expressive"
"O-005560","September","Active","SD-000254","Matching"
"O-005561","September","Active","SD-000364","Receptive"
"O-005562","Sequence","Active","SD-000508","Wash hands"
"O-005563","Sequencing","Active","SD-000519","Worksheet"
"O-005564","Sewing","Active","SD-000069","Do (activity)"
"O-005565","sh","Active","SD-000445","Sound paired w gesture"
"O-005566","sh","Active","SD-000424","Say (sound) th points"
"O-005567","sh","Active","SD-000387","Receptive"
"O-005568","sh","Active","SD-000145","Expressive"
"O-005569","Shade over Item","Active","SD-000021","Activity"
"O-005570","Shake","Active","SD-000311","Planned model with toy"
"O-005571","Shake bells","Active","SD-000311","Planned model with toy"
"O-005572","Shake egg","Active","SD-000308","Planned model w item"
"O-005573","Shake hands","Active","SD-000307","Planned model"
"O-005574","shake hands (as if wet)","Active","SD-000002","1 step"
"O-005575","Shake maraca","Active","SD-000356","Rec. play instr."
"O-005576","Shake shaker","Active","SD-000308","Planned model w item"
"O-005577","Shake sillies out","Active","SD-000110","Exposure"
"O-005578","shaker","Active","SD-000226","In view"
"O-005579","shaker","Active","SD-000294","Out of sight"
"O-005580","shaker","Active","SD-000266","Matching"
"O-005581","shaker","Active","SD-000154","Expressive"
"O-005582","shaker","Active","SD-000392","Receptive"
"O-005583","Shape","Active","SD-000339","Q/A"
"O-005584","Shape Sorter","Active","SD-000069","Do (activity)"
"O-005585","shape sorter - 1p","Active","SD-000069","Do (activity)"
"O-005586","shape sorter - 2p","Active","SD-000069","Do (activity)"
"O-005587","shape sorter - 3p","Active","SD-000069","Do (activity)"
"O-005588","shape sorter - 4p","Active","SD-000069","Do (activity)"
"O-005589","shape sorter - 5p","Active","SD-000069","Do (activity)"
"O-005590","shape sorter - 6p","Active","SD-000069","Do (activity)"
"O-005591","Shapes","Active","SD-000033","Brainstorming"
"O-005592","Shapes","Active","SD-000159","Expressive - What is"
"O-005593","Shapes","Active","SD-000255","Matching"
"O-005594","Shapes","Active","SD-000444","Sorting"
"O-005595","Shapes","Active","SD-000365","Receptive"
"O-005596","Shapes","Active","SD-000158","Expressive - Tell me"
"O-005597","Shapes","Active","SD-000210","Identical"
"O-005598","Shapes","Active","SD-000286","Non-Identical"
"O-005599","Sharing","Active","SD-000076","Engage in activity"
"O-005600","Sheep","Active","SD-000170","Expressive Q/A"
"O-005601","Sheep","Active","SD-000170","Expressive Q/A"
"O-005602","Sheep","Active","SD-000135","Expressive"
"O-005603","Sheep","Active","SD-000388","Receptive"
"O-005604","Sheep","Active","SD-000007","2D Receptive"
"O-005605","sheep","Active","SD-000226","In view"
"O-005606","sheep","Active","SD-000294","Out of sight"
"O-005607","Sheep","Active","SD-000363","Receptive"
"O-005608","Sheep","Active","SD-000125","Expressive"
"O-005609","Sheep","Active","SD-000403","Receptive Q/A"
"O-005610","Sheep","Active","SD-000160","Expressive (Animal says...)"
"O-005611","Sheep","Active","SD-000238","Item"
"O-005612","sheep","Active","SD-000492","Visual"
"O-005613","Sheep","Active","SD-000523","Written Word"
"O-005614","Sheep","Active","SD-000175","Expressive visual only"
"O-005615","Shelf","Active","SD-000249","Location"
"O-005616","Shirt off","Active","SD-000191","Getting dressed"
"O-005617","Shirt on","Active","SD-000191","Getting dressed"
"O-005618","Shoe","Active","SD-000262","Matching"
"O-005619","shoe","Active","SD-000266","Matching"
"O-005620","shoe","Active","SD-000154","Expressive"
"O-005621","shoe","Active","SD-000392","Receptive"
"O-005622","shoe","Active","SD-000492","Visual"
"O-005623","Shoe","Active","SD-000135","Expressive"
"O-005624","Shoe","Active","SD-000007","2D Receptive"
"O-005625","Shoe","Active","SD-000011","3D Receptive"
"O-005626","Shoelace","Active","SD-000371","Receptive"
"O-005627","Shoelace","Active","SD-000131","Expressive"
"O-005628","Shoes","Active","SD-000227","In Vivo"
"O-005629","Shoes","Active","SD-000238","Item"
"O-005630","shoes","Active","SD-000497","Visual - 2D"
"O-005631","Shoes","Active","SD-000007","2D Receptive"
"O-005632","Shoes in basket","Active","SD-000234","Instruction w contextual cue"
"O-005633","Shoes off","Active","SD-000066","Daily living task"
"O-005634","Shoes off","Active","SD-000191","Getting dressed"
"O-005635","shoes on","Active","SD-000460","Tell me how to"
"O-005636","Shoes on","Active","SD-000066","Daily living task"
"O-005637","Shoes on","Active","SD-000191","Getting dressed"
"O-005638","Shoes-Socks","Active","SD-000360","Receptive"
"O-005639","Shoes-Socks","Active","SD-000123","Expressive"
"O-005640","Shooting basketball","Active","SD-000148","Expressive"
"O-005641","Shooting basketball","Active","SD-000431","Sequence"
"O-005642","Shop keeper","Active","SD-000312","Play scenario"
"O-005643","Shop keeper","Active","SD-000216","Imaginary Play"
"O-005644","Shop Play","Active","SD-000023","Activity"
"O-005645","Shopkeeper","Active","SD-000078","Exp. function"
"O-005646","Shopkeeper","Active","SD-000142","Expressive"
"O-005647","Shopkeeper","Active","SD-000414","Reverse exp. function"
"O-005648","Shopkeeper","Active","SD-000385","Receptive"
"O-005649","Short","Active","SD-000214","Identical Receptive"
"O-005650","Short","Active","SD-000290","Non-Identical Receptive"
"O-005651","short","Active","SD-000456","Synonym"
"O-005652","Short","Active","SD-000143","Expressive"
"O-005653","Short","Active","SD-000086","Exp. non-visual"
"O-005654","Short/Long","Active","SD-000008","3 step rec. instr."
"O-005655","Shorts","Active","SD-000210","Identical"
"O-005656","Shorts","Active","SD-000286","Non-Identical"
"O-005657","Shorts","Active","SD-000211","Identical"
"O-005658","Shorts","Active","SD-000287","Non-identical"
"O-005659","Shorts","Active","SD-000212","Identical"
"O-005660","Shorts","Active","SD-000288","Non-identical"
"O-005661","Shorts","Active","SD-000135","Expressive"
"O-005662","Shorts","Active","SD-000007","2D Receptive"
"O-005663","Shorts","Active","SD-000011","3D Receptive"
"O-005664","shorts","Active","SD-000266","Matching"
"O-005665","shorts","Active","SD-000154","Expressive"
"O-005666","Shorts","Active","SD-000363","Receptive"
"O-005667","Shorts","Active","SD-000125","Expressive"
"O-005668","shorts","Active","SD-000392","Receptive"
"O-005669","Shoulder","Active","SD-000007","2D Receptive"
"O-005670","Shoulder","Active","SD-000124","Expressive"
"O-005671","Shoulders","Active","SD-000362","Receptive"
"O-005672","Shovel","Active","SD-000135","Expressive"
"O-005673","Show and tell","Active","SD-000253","Mat time"
"O-005674","Show Item","Active","SD-000195","Go show"
"O-005675","shower","Active","SD-000266","Matching"
"O-005676","shower","Active","SD-000154","Expressive"
"O-005677","Shower","Active","SD-000239","Item"
"O-005678","shower","Active","SD-000392","Receptive"
"O-005679","Shower","Active","SD-000249","Location"
"O-005680","Shut door","Active","SD-000234","Instruction w contextual cue"
"O-005681","s?","Active","SD-000065","CV - VI"
"O-005682","s?","Active","SD-000065","CV - VI"
"O-005683","Sibling  1","Active","SD-000263","Matching"
"O-005684","Sibling  1","Active","SD-000386","Receptive"
"O-005685","Sibling  1","Active","SD-000144","Expressive"
"O-005686","Sibling  2","Active","SD-000263","Matching"
"O-005687","Sibling  2","Active","SD-000386","Receptive"
"O-005688","Sibling  2","Active","SD-000144","Expressive"
"O-005689","Sibling  room 1","Active","SD-000381","Receptive"
"O-005690","Sibling  room 1","Active","SD-000139","Expressive"
"O-005691","Sibling 1","Active","SD-000301","Person"
"O-005692","Sibling 1","Active","SD-000249","Location"
"O-005693","Sibling 1 Clapping","Active","SD-000402","Receptive Person/action"
"O-005694","Sibling 1 Clapping","Active","SD-000169","Expressive Person/Action"
"O-005695","Sibling 1 Cooking","Active","SD-000402","Receptive Person/action"
"O-005696","Sibling 1 Cooking","Active","SD-000169","Expressive Person/Action"
"O-005697","Sibling 1 Cutting","Active","SD-000402","Receptive Person/action"
"O-005698","Sibling 1 Cutting","Active","SD-000169","Expressive Person/Action"
"O-005699","Sibling 1 Drawing","Active","SD-000402","Receptive Person/action"
"O-005700","Sibling 1 Drawing","Active","SD-000169","Expressive Person/Action"
"O-005701","Sibling 1 Drinking","Active","SD-000402","Receptive Person/action"
"O-005702","Sibling 1 Drinking","Active","SD-000169","Expressive Person/Action"
"O-005703","Sibling 1 Eating","Active","SD-000402","Receptive Person/action"
"O-005704","Sibling 1 Eating","Active","SD-000169","Expressive Person/Action"
"O-005705","Sibling 1 Jumping","Active","SD-000402","Receptive Person/action"
"O-005706","Sibling 1 Jumping","Active","SD-000169","Expressive Person/Action"
"O-005707","Sibling 1 Reading","Active","SD-000402","Receptive Person/action"
"O-005708","Sibling 1 Reading","Active","SD-000169","Expressive Person/Action"
"O-005709","Sibling 1 Sleeping","Active","SD-000402","Receptive Person/action"
"O-005710","Sibling 1 Sleeping","Active","SD-000169","Expressive Person/Action"
"O-005711","Sibling 1 Waving","Active","SD-000402","Receptive Person/action"
"O-005712","Sibling 1 Waving","Active","SD-000169","Expressive Person/Action"
"O-005713","Sibling 2","Active","SD-000301","Person"
"O-005714","Sibling 2 Clapping","Active","SD-000402","Receptive Person/action"
"O-005715","Sibling 2 Clapping","Active","SD-000169","Expressive Person/Action"
"O-005716","Sibling 2 Cooking","Active","SD-000402","Receptive Person/action"
"O-005717","Sibling 2 Cooking","Active","SD-000169","Expressive Person/Action"
"O-005718","Sibling 2 Cutting","Active","SD-000402","Receptive Person/action"
"O-005719","Sibling 2 Cutting","Active","SD-000169","Expressive Person/Action"
"O-005720","Sibling 2 Drawing","Active","SD-000402","Receptive Person/action"
"O-005721","Sibling 2 Drawing","Active","SD-000169","Expressive Person/Action"
"O-005722","Sibling 2 Drinking","Active","SD-000402","Receptive Person/action"
"O-005723","Sibling 2 Drinking","Active","SD-000169","Expressive Person/Action"
"O-005724","Sibling 2 Eating","Active","SD-000402","Receptive Person/action"
"O-005725","Sibling 2 Eating","Active","SD-000169","Expressive Person/Action"
"O-005726","Sibling 2 Jumping","Active","SD-000402","Receptive Person/action"
"O-005727","Sibling 2 Jumping","Active","SD-000169","Expressive Person/Action"
"O-005728","Sibling 2 Reading","Active","SD-000402","Receptive Person/action"
"O-005729","Sibling 2 Reading","Active","SD-000169","Expressive Person/Action"
"O-005730","Sibling 2 Sleeping","Active","SD-000402","Receptive Person/action"
"O-005731","Sibling 2 Sleeping","Active","SD-000169","Expressive Person/Action"
"O-005732","Sibling 2 Waving","Active","SD-000402","Receptive Person/action"
"O-005733","Sibling 2 Waving","Active","SD-000169","Expressive Person/Action"
"O-005734","Sibling 3","Active","SD-000263","Matching"
"O-005735","Sibling 3","Active","SD-000386","Receptive"
"O-005736","Sibling 3","Active","SD-000301","Person"
"O-005737","Sibling 3","Active","SD-000144","Expressive"
"O-005738","Sibling room 2","Active","SD-000381","Receptive"
"O-005739","Sibling room 2","Active","SD-000139","Expressive"
"O-005740","Sibling's turn","Active","SD-000046","Close ended task"
"O-005741","Sibling's turn","Active","SD-000292","Open ended task"
"O-005742","Sibling's turn","Active","SD-000046","Close ended task"
"O-005743","Sibling's turn","Active","SD-000321","Preferred item"
"O-005744","Sibling's turn","Active","SD-000245","Less preferred item"
"O-005745","Sibling's Turn","Active","SD-000481","Turn taking"
"O-005746","Siblings room","Active","SD-000420","Room"
"O-005747","Siblings room","Active","SD-000249","Location"
"O-005748","Siblings room 2","Active","SD-000420","Room"
"O-005749","sick","Active","SD-000415","Reverse why/because"
"O-005750","Side Step","Active","SD-000022","Activity"
"O-005751","Silly","Active","SD-000023","Activity"
"O-005752","Silly vs serious","Active","SD-000130","Expressive"
"O-005753","Simon says","Active","SD-000440","Social game"
"O-005754","sing","Active","SD-000182","Future"
"O-005755","singing","Active","SD-000322","Present"
"O-005756","Singing","Active","SD-000122","Expressive"
"O-005757","Single item - 10 seconds","Active","SD-000280","Moderately preferred item"
"O-005758","Single picture","Active","SD-000337","Q/A"
"O-005759","Single vowel","Active","SD-000455","Sustained sound"
"O-005760","Single Word Requests","Active","SD-000054","Communication opportunity"
"O-005761","Single words","Active","SD-000277","Model language"
"O-005762","Sink","Active","SD-000210","Identical"
"O-005763","Sink","Active","SD-000286","Non-Identical"
"O-005764","Sink","Active","SD-000211","Identical"
"O-005765","Sink","Active","SD-000287","Non-identical"
"O-005766","Sink","Active","SD-000212","Identical"
"O-005767","Sink","Active","SD-000288","Non-identical"
"O-005768","Sink","Active","SD-000135","Expressive"
"O-005769","Sink","Active","SD-000007","2D Receptive"
"O-005770","Sink","Active","SD-000011","3D Receptive"
"O-005771","sink","Active","SD-000266","Matching"
"O-005772","sink","Active","SD-000154","Expressive"
"O-005773","Sink","Active","SD-000363","Receptive"
"O-005774","Sink","Active","SD-000125","Expressive"
"O-005775","Sink","Active","SD-000239","Item"
"O-005776","sink","Active","SD-000392","Receptive"
"O-005777","Sink","Active","SD-000249","Location"
"O-005778","Sister's name","Active","SD-000339","Q/A"
"O-005779","Sister's name","Active","SD-000411","Reciprocal"
"O-005780","sit","Active","SD-000182","Future"
"O-005781","Sit Down","Active","SD-000307","Planned model"
"O-005782","Sit Down","Active","SD-000352","Rec. Instr."
"O-005783","Sit Down (on floor)","Active","SD-000307","Planned model"
"O-005784","Sit on bike","Active","SD-000416","Ride Bike"
"O-005785","Sit On Mat","Active","SD-000234","Instruction w contextual cue"
"O-005786","Sit on toilet","Active","SD-000464","Toilet routine"
"O-005787","Sitting","Active","SD-000359","Receptive"
"O-005788","Sitting","Active","SD-000035","Brainstorming"
"O-005789","Sitting","Active","SD-000122","Expressive"
"O-005790","Sitting","Active","SD-000378","Receptive"
"O-005791","Sitting","Active","SD-000137","Expressive"
"O-005792","sitting","Active","SD-000322","Present"
"O-005793","Sitting on floor","Active","SD-000022","Activity"
"O-005794","Sitting on toilet 1 minute","Active","SD-000465","Toileting"
"O-005795","Sitting on toilet 2 minutes","Active","SD-000465","Toileting"
"O-005796","Sitting on toilet 3 minutes","Active","SD-000465","Toileting"
"O-005797","Sitting on toilet 30 seconds","Active","SD-000465","Toileting"
"O-005798","Sitting on toilet 5 minutes","Active","SD-000465","Toileting"
"O-005799","Skipping","Active","SD-000022","Activity"
"O-005800","Sky animals","Active","SD-000034","Brainstorming"
"O-005801","Sky animals","Active","SD-000129","Expressive"
"O-005802","Sky animals","Active","SD-000369","Receptive"
"O-005803","Sky transport","Active","SD-000034","Brainstorming"
"O-005804","Sky transport","Active","SD-000129","Expressive"
"O-005805","Sky transport","Active","SD-000369","Receptive"
"O-005806","sleep","Active","SD-000182","Future"
"O-005807","sleep","Active","SD-000514","Why/because"
"O-005808","Sleeping","Active","SD-000359","Receptive"
"O-005809","Sleeping","Active","SD-000035","Brainstorming"
"O-005810","Sleeping","Active","SD-000326","Pretend to be"
"O-005811","Sleeping","Active","SD-000122","Expressive"
"O-005812","Sleeping","Active","SD-000378","Receptive"
"O-005813","Sleeping","Active","SD-000137","Expressive"
"O-005814","sleeping","Active","SD-000322","Present"
"O-005815","Sleeves up","Active","SD-000508","Wash hands"
"O-005816","slept","Active","SD-000299","Past"
"O-005817","Slept","Active","SD-000088","Exp. past tense"
"O-005818","slide","Active","SD-000266","Matching"
"O-005819","slide","Active","SD-000154","Expressive"
"O-005820","slide","Active","SD-000392","Receptive"
"O-005821","Slide","Active","SD-000249","Location"
"O-005822","Slide","Active","SD-000210","Identical"
"O-005823","Slide","Active","SD-000239","Item"
"O-005824","Sliding","Active","SD-000148","Expressive"
"O-005825","Sliding","Active","SD-000431","Sequence"
"O-005826","Sliding door","Active","SD-000249","Location"
"O-005827","Slime","Active","SD-000323","Present activity"
"O-005828","Slinky","Active","SD-000135","Expressive"
"O-005829","Slipper","Active","SD-000210","Identical"
"O-005830","slow","Active","SD-000456","Synonym"
"O-005831","smack lips","Active","SD-000222","Imitation"
"O-005832","small","Active","SD-000456","Synonym"
"O-005833","Small","Active","SD-000290","Non-Identical Receptive"
"O-005834","smell","Active","SD-000182","Future"
"O-005835","Smell","Active","SD-000173","Expressive senses"
"O-005836","smelled","Active","SD-000299","Past"
"O-005837","smelling","Active","SD-000322","Present"
"O-005838","Smile (lips together)","Active","SD-000222","Imitation"
"O-005839","Smooth","Active","SD-000164","Expressive feel"
"O-005840","Snake","Active","SD-000170","Expressive Q/A"
"O-005841","Snake","Active","SD-000170","Expressive Q/A"
"O-005842","Snake","Active","SD-000326","Pretend to be"
"O-005843","snake","Active","SD-000266","Matching"
"O-005844","snake","Active","SD-000154","Expressive"
"O-005845","Snake","Active","SD-000403","Receptive Q/A"
"O-005846","Snake","Active","SD-000160","Expressive (Animal says...)"
"O-005847","snake","Active","SD-000392","Receptive"
"O-005848","Snake","Active","SD-000244","Language exposure"
"O-005849","Snake","Active","SD-000135","Expressive"
"O-005850","Snake","Active","SD-000175","Expressive visual only"
"O-005851","Snake","Active","SD-000327","Pretend with item"
"O-005852","snake","Active","SD-000497","Visual - 2D"
"O-005853","Snake","Active","SD-000007","2D Receptive"
"O-005854","Snakes and Ladders","Active","SD-000183","Game"
"O-005855","Snap","Active","SD-000183","Game"
"O-005856","Snap","Active","SD-000440","Social game"
"O-005857","sneeze","Active","SD-000182","Future"
"O-005858","sneezed","Active","SD-000299","Past"
"O-005859","Sneezing","Active","SD-000359","Receptive"
"O-005860","Sneezing","Active","SD-000122","Expressive"
"O-005861","sneezing","Active","SD-000322","Present"
"O-005862","so","Active","SD-000260","Matching"
"O-005863","so","Active","SD-000140","Expressive"
"O-005864","so","Active","SD-000266","Matching"
"O-005865","so","Active","SD-000154","Expressive"
"O-005866","so","Active","SD-000382","Receptive"
"O-005867","so","Active","SD-000392","Receptive"
"O-005868","s?","Active","SD-000065","CV - VI"
"O-005869","s?","Active","SD-000065","CV - VI"
"O-005870","Soap","Active","SD-000508","Wash hands"
"O-005871","Soap","Active","SD-000135","Expressive"
"O-005872","Soap on hands","Active","SD-000472","Tolerance"
"O-005873","Sock","Active","SD-000262","Matching"
"O-005874","Sock","Active","SD-000238","Item"
"O-005875","sock","Active","SD-000497","Visual - 2D"
"O-005876","Sock on foot","Active","SD-000016","Action with object"
"O-005877","Socks","Active","SD-000210","Identical"
"O-005878","Socks","Active","SD-000286","Non-Identical"
"O-005879","Socks","Active","SD-000211","Identical"
"O-005880","Socks","Active","SD-000287","Non-identical"
"O-005881","Socks","Active","SD-000212","Identical"
"O-005882","Socks","Active","SD-000288","Non-identical"
"O-005883","Socks","Active","SD-000135","Expressive"
"O-005884","Socks","Active","SD-000007","2D Receptive"
"O-005885","Socks","Active","SD-000011","3D Receptive"
"O-005886","socks","Active","SD-000266","Matching"
"O-005887","socks","Active","SD-000154","Expressive"
"O-005888","Socks","Active","SD-000363","Receptive"
"O-005889","Socks","Active","SD-000125","Expressive"
"O-005890","socks","Active","SD-000392","Receptive"
"O-005891","Socks","Active","SD-000007","2D Receptive"
"O-005892","Socks In Drawer","Active","SD-000234","Instruction w contextual cue"
"O-005893","Socks off","Active","SD-000066","Daily living task"
"O-005894","Socks off","Active","SD-000191","Getting dressed"
"O-005895","Socks on","Active","SD-000066","Daily living task"
"O-005896","Socks on","Active","SD-000191","Getting dressed"
"O-005897","Socks vs underwear","Active","SD-000372","Receptive"
"O-005898","Sofa","Active","SD-000135","Expressive"
"O-005899","Soft","Active","SD-000214","Identical Receptive"
"O-005900","Soft","Active","SD-000290","Non-Identical Receptive"
"O-005901","Soft","Active","SD-000143","Expressive"
"O-005902","Soft","Active","SD-000086","Exp. non-visual"
"O-005903","Soft vs. hard","Active","SD-000277","Model language"
"O-005904","Soldier","Active","SD-000385","Receptive"
"O-005905","Soldier","Active","SD-000142","Expressive"
"O-005906","Soldier","Active","SD-000094","Exposure"
"O-005907","some","Active","SD-000384","Receptive"
"O-005908","someone asks you to stop","Active","SD-000419","Role projection"
"O-005909","someone doesnt want to play with you","Active","SD-000419","Role projection"
"O-005910","someone knocks at the door","Active","SD-000419","Role projection"
"O-005911","someone wants to play","Active","SD-000419","Role projection"
"O-005912","Somersault","Active","SD-000022","Activity"
"O-005913","Song 10 seconds","Active","SD-000253","Mat time"
"O-005914","Song 30 seconds","Active","SD-000253","Mat time"
"O-005915","Song 5 seconds","Active","SD-000253","Mat time"
"O-005916","Song Various","Active","SD-000253","Mat time"
"O-005917","Songs","Active","SD-000054","Communication opportunity"
"O-005918","Sort","Active","SD-000357","Rec. play instr."
"O-005919","Sorting with fork","Active","SD-000021","Activity"
"O-005920","Sorting with tongs","Active","SD-000021","Activity"
"O-005921","Sour","Active","SD-000174","Expressive taste"
"O-005922","Space","Active","SD-000381","Receptive"
"O-005923","Space","Active","SD-000168","Expressive Occupation Location"
"O-005924","Space","Active","SD-000139","Expressive"
"O-005925","Space","Active","SD-000400","Receptive Function"
"O-005926","Space","Active","SD-000165","Expressive Function"
"O-005927","Space","Active","SD-000117","Exposure"
"O-005928","Speech and OT","Active","SD-000152","Expressive"
"O-005929","Speed","Active","SD-000489","VI intonation"
"O-005930","Speed","Active","SD-000487","VI"
"O-005931","spider","Active","SD-000266","Matching"
"O-005932","spider","Active","SD-000154","Expressive"
"O-005933","spider","Active","SD-000392","Receptive"
"O-005934","Spider","Active","SD-000244","Language exposure"
"O-005935","Spider","Active","SD-000135","Expressive"
"O-005936","Spider","Active","SD-000175","Expressive visual only"
"O-005937","Spike","Active","SD-000371","Receptive"
"O-005938","Spike","Active","SD-000131","Expressive"
"O-005939","Spoon","Active","SD-000210","Identical"
"O-005940","Spoon","Active","SD-000286","Non-Identical"
"O-005941","Spoon","Active","SD-000211","Identical"
"O-005942","Spoon","Active","SD-000287","Non-identical"
"O-005943","Spoon","Active","SD-000212","Identical"
"O-005944","Spoon","Active","SD-000288","Non-identical"
"O-005945","Spoon","Active","SD-000227","In Vivo"
"O-005946","Spoon","Active","SD-000135","Expressive"
"O-005947","Spoon","Active","SD-000007","2D Receptive"
"O-005948","Spoon","Active","SD-000011","3D Receptive"
"O-005949","spoon","Active","SD-000266","Matching"
"O-005950","spoon","Active","SD-000154","Expressive"
"O-005951","Spoon","Active","SD-000363","Receptive"
"O-005952","Spoon","Active","SD-000125","Expressive"
"O-005953","spoon","Active","SD-000392","Receptive"
"O-005954","Spoon","Active","SD-000523","Written Word"
"O-005955","Spoon","Active","SD-000211","Identical"
"O-005956","Spoon In Drawer","Active","SD-000234","Instruction w contextual cue"
"O-005957","Spoons vs forks","Active","SD-000372","Receptive"
"O-005958","Spot","Active","SD-000371","Receptive"
"O-005959","Spot","Active","SD-000131","Expressive"
"O-005960","Square","Active","SD-000180","From model"
"O-005961","Square","Active","SD-000374","Receptive"
"O-005962","Square","Active","SD-000149","Expressive"
"O-005963","square","Active","SD-000266","Matching"
"O-005964","square","Active","SD-000154","Expressive"
"O-005965","Square","Active","SD-000220","Imitation"
"O-005966","Square","Active","SD-000264","Matching"
"O-005967","Square","Active","SD-000391","Receptive"
"O-005968","square","Active","SD-000392","Receptive"
"O-005969","Square","Active","SD-000244","Language exposure"
"O-005970","square breathing","Active","SD-000276","Model"
"O-005971","Squash Playdoh","Active","SD-000356","Rec. play instr."
"O-005972","Squat hold (wall)","Active","SD-000022","Activity"
"O-005973","Squeeze","Active","SD-000315","PLQ Mand"
"O-005974","Squeeze Spray Bottle","Active","SD-000021","Activity"
"O-005975","Squeeze water from sponge","Active","SD-000021","Activity"
"O-005976","Ss","Active","SD-000270","Matching different cases"
"O-005977","ST-Q","Active","SD-000082","Exp. label"
"O-005978","St-Q","Active","SD-000084","Exp. location"
"O-005979","ST-Q","Active","SD-000089","Exp. person"
"O-005980","ST-Q","Active","SD-000441","Social question"
"O-005981","Stack Block","Active","SD-000234","Instruction w contextual cue"
"O-005982","Stack block","Active","SD-000357","Rec. play instr."
"O-005983","Stack Blocks","Active","SD-000308","Planned model w item"
"O-005984","Stacking boxes","Active","SD-000069","Do (activity)"
"O-005985","Stacking boxes 1 box","Active","SD-000069","Do (activity)"
"O-005986","Stacking boxes 2 boxes","Active","SD-000069","Do (activity)"
"O-005987","Stacking boxes 3 boxes","Active","SD-000069","Do (activity)"
"O-005988","Stacking duplo","Active","SD-000311","Planned model with toy"
"O-005989","Stairs","Active","SD-000239","Item"
"O-005990","Stairs","Active","SD-000249","Location"
"O-005991","Stamping","Active","SD-000446","Stamping"
"O-005992","Stamps","Active","SD-000023","Activity"
"O-005993","Stand 1 foot","Active","SD-000022","Activity"
"O-005994","Stand Up","Active","SD-000307","Planned model"
"O-005995","Stand Up","Active","SD-000352","Rec. Instr."
"O-005996","Star","Active","SD-000149","Expressive"
"O-005997","star","Active","SD-000266","Matching"
"O-005998","star","Active","SD-000154","Expressive"
"O-005999","Star","Active","SD-000264","Matching"
