Name,OID,Status,SDID,SD Name
2 metres,O-000301,Active,SD-000291,Not holding hands
5 metres,O-000541,Active,SD-000291,Not holding hands
Changing direction,O-001594,Active,SD-000291,Not holding hands
Dry hands,O-002261,Active,SD-000508,Wash hands
Tap off,O-006272,Active,SD-000508,Wash hands
Rinse soap,O-005401,Active,SD-000508,Wash hands
Rub hands,O-005433,Active,SD-000508,Wash hands
Soap,O-005870,Active,SD-000508,Wash hands
Rinse hands,O-005400,Active,SD-000508,Wash hands
Tap on,O-006275,Active,SD-000508,Wash hands
Sleeves up,O-005815,Active,SD-000508,Wash hands
Sequence,O-005562,Active,SD-000508,Wash hands
item,O-003805,Active,SD-000150,Expressive
colour,O-001762,Active,SD-000150,Expressive
category,O-001556,Active,SD-000150,Expressive
function,O-002879,Active,SD-000150,Expressive
item,O-003806,Active,SD-000512,Why not
colour,O-001763,Active,SD-000512,Why not
category,O-001557,Active,SD-000512,Why not
function,O-002880,Active,SD-000512,Why not
F3,O-002567,Active,SD-000241,item removed
F4,O-002571,Active,SD-000241,item removed
F6,O-002583,Active,SD-000241,item removed
Various,O-006881,Active,SD-000241,item removed
Generalised,O-003013,Active,SD-000241,item removed
eating block,O-002337,Active,SD-000151,Expressive
eating shoe,O-002342,Active,SD-000151,Expressive
throwing baby,O-006409,Active,SD-000151,Expressive
cow shoes,O-001863,Active,SD-000151,Expressive
dog glasses,O-002132,Active,SD-000151,Expressive
teddy cleaning,O-006313,Active,SD-000151,Expressive
ball too big,O-000942,Active,SD-000151,Expressive
watch on leg,O-007139,Active,SD-000151,Expressive
generalised,O-003014,Active,SD-000151,Expressive
eat breakfast,O-002320,Active,SD-000152,Expressive
eat lunch,O-002323,Active,SD-000152,Expressive
eat dinner,O-002321,Active,SD-000152,Expressive
wake up,O-007105,Active,SD-000152,Expressive
go to sleep,O-003180,Active,SD-000152,Expressive
kinder,O-003976,Active,SD-000152,Expressive
childcare,O-001630,Active,SD-000152,Expressive
school,O-005529,Active,SD-000152,Expressive
swimming,O-006094,Active,SD-000152,Expressive
Christmas,O-001649,Active,SD-000152,Expressive
Birthday,O-001141,Active,SD-000152,Expressive
morning,O-004308,Active,SD-000172,Expressive reverse
night,O-004466,Active,SD-000172,Expressive reverse
weekends,O-007190,Active,SD-000172,Expressive reverse
Who,O-007239,Active,SD-000153,Expressive
What,O-007200,Active,SD-000153,Expressive
When,O-007221,Active,SD-000153,Expressive
Where,O-007224,Active,SD-000153,Expressive
Why,O-007242,Active,SD-000153,Expressive
How,O-003576,Active,SD-000153,Expressive
run across road,O-005441,Active,SD-000511,Why don't/because
eat,O-002311,Active,SD-000514,Why/because
sleep,O-005807,Active,SD-000514,Why/because
drink,O-002201,Active,SD-000514,Why/because
laugh/smile,O-004063,Active,SD-000514,Why/because
cry,O-001889,Active,SD-000514,Why/because
hug family,O-003583,Active,SD-000514,Why/because
talk to (person),O-006258,Active,SD-000514,Why/because
wear a hat,O-007181,Active,SD-000514,Why/because
wear a jacket,O-007182,Active,SD-000514,Why/because
use an umbrella,O-006778,Active,SD-000514,Why/because
wash hands,O-007125,Active,SD-000514,Why/because
bath,O-001012,Active,SD-000514,Why/because
go to the doctor,O-003181,Active,SD-000514,Why/because
food in fridge,O-002778,Active,SD-000514,Why/because
food in oven/microwave,O-002779,Active,SD-000514,Why/because
bite,O-001144,Active,SD-000511,Why don't/because
scream inside,O-005550,Active,SD-000511,Why don't/because
run away from parent,O-005442,Active,SD-000511,Why don't/because
cry,O-001890,Active,SD-000511,Why don't/because
laugh,O-004062,Active,SD-000511,Why don't/because
touch (dangerous item),O-006497,Active,SD-000511,Why don't/because
hungry,O-003596,Active,SD-000511,Why don't/because
generalised,O-003015,Active,SD-000266,Matching
a,O-000605,Active,SD-000266,Matching
and,O-000694,Active,SD-000266,Matching
be,O-001031,Active,SD-000266,Matching
in,O-003715,Active,SD-000266,Matching
I,O-003612,Active,SD-000266,Matching
is,O-003788,Active,SD-000266,Matching
it,O-003796,Active,SD-000266,Matching
of,O-004593,Active,SD-000266,Matching
that,O-006348,Active,SD-000266,Matching
the,O-006355,Active,SD-000266,Matching
to,O-006430,Active,SD-000266,Matching
was,O-007116,Active,SD-000266,Matching
they,O-006370,Active,SD-000266,Matching
we,O-007174,Active,SD-000266,Matching
with,O-007261,Active,SD-000266,Matching
you,O-007403,Active,SD-000266,Matching
on,O-004625,Active,SD-000266,Matching
one,O-004643,Active,SD-000266,Matching
said,O-005491,Active,SD-000266,Matching
so,O-005864,Active,SD-000266,Matching
he,O-003377,Active,SD-000266,Matching
her,O-003421,Active,SD-000266,Matching
his,O-003489,Active,SD-000266,Matching
not,O-004524,Active,SD-000266,Matching
but,O-001420,Active,SD-000266,Matching
for,O-002785,Active,SD-000266,Matching
had,O-003292,Active,SD-000266,Matching
have,O-003370,Active,SD-000266,Matching
all,O-000675,Active,SD-000266,Matching
as,O-000797,Active,SD-000266,Matching
are,O-000776,Active,SD-000266,Matching
at,O-000813,Active,SD-000266,Matching
circle,O-001657,Active,SD-000266,Matching
square,O-005963,Active,SD-000266,Matching
triangle,O-006633,Active,SD-000266,Matching
rectangle,O-005308,Active,SD-000266,Matching
heart,O-003393,Active,SD-000266,Matching
star,O-005997,Active,SD-000266,Matching
moon,O-004295,Active,SD-000266,Matching
red,O-005315,Active,SD-000266,Matching
orange,O-004683,Active,SD-000266,Matching
yellow,O-007354,Active,SD-000266,Matching
green,O-003226,Active,SD-000266,Matching
blue,O-001208,Active,SD-000266,Matching
pink,O-005003,Active,SD-000266,Matching
purple,O-005186,Active,SD-000266,Matching
brown,O-001340,Active,SD-000266,Matching
grey,O-003253,Active,SD-000266,Matching
white,O-007232,Active,SD-000266,Matching
black,O-001157,Active,SD-000266,Matching
dog,O-002121,Active,SD-000266,Matching
cat,O-001534,Active,SD-000266,Matching
cow,O-001851,Active,SD-000266,Matching
horse,O-003536,Active,SD-000266,Matching
fish,O-002722,Active,SD-000266,Matching
pig,O-004972,Active,SD-000266,Matching
mouse,O-004327,Active,SD-000266,Matching
snake,O-005843,Active,SD-000266,Matching
shoe,O-005619,Active,SD-000266,Matching
socks,O-005886,Active,SD-000266,Matching
tshirt,O-006656,Active,SD-000266,Matching
pants,O-004794,Active,SD-000266,Matching
hat,O-003359,Active,SD-000266,Matching
water,O-007143,Active,SD-000266,Matching
juice,O-003889,Active,SD-000266,Matching
milk,O-004269,Active,SD-000266,Matching
apple,O-000750,Active,SD-000266,Matching
banana,O-000959,Active,SD-000266,Matching
grapes,O-003219,Active,SD-000266,Matching
bread,O-001318,Active,SD-000266,Matching
chocolate,O-001643,Active,SD-000266,Matching
strawberry,O-006040,Active,SD-000266,Matching
chair,O-001582,Active,SD-000266,Matching
table,O-006247,Active,SD-000266,Matching
bed,O-001059,Active,SD-000266,Matching
desk,O-002040,Active,SD-000266,Matching
duck,O-002270,Active,SD-000266,Matching
elephant,O-002372,Active,SD-000266,Matching
spider,O-005931,Active,SD-000266,Matching
dinosaur,O-002069,Active,SD-000266,Matching
lion,O-004145,Active,SD-000266,Matching
bird,O-001131,Active,SD-000266,Matching
gloves,O-003170,Active,SD-000266,Matching
top,O-006493,Active,SD-000266,Matching
jacket,O-003853,Active,SD-000266,Matching
scarf,O-005523,Active,SD-000266,Matching
shorts,O-005664,Active,SD-000266,Matching
jeans,O-003868,Active,SD-000266,Matching
dress,O-002186,Active,SD-000266,Matching
boots,O-001271,Active,SD-000266,Matching
jumper,O-003914,Active,SD-000266,Matching
chips,O-001638,Active,SD-000266,Matching
fridge,O-002816,Active,SD-000266,Matching
shower,O-005675,Active,SD-000266,Matching
bottle,O-001278,Active,SD-000266,Matching
TV,O-006675,Active,SD-000266,Matching
flower,O-002750,Active,SD-000266,Matching
couch,O-001819,Active,SD-000266,Matching
park,O-004873,Active,SD-000266,Matching
tissue,O-006425,Active,SD-000266,Matching
swing,O-006105,Active,SD-000266,Matching
blocks,O-001188,Active,SD-000266,Matching
computer,O-001793,Active,SD-000266,Matching
paper,O-004808,Active,SD-000266,Matching
toast,O-006438,Active,SD-000266,Matching
baby,O-000874,Active,SD-000266,Matching
bowl,O-001296,Active,SD-000266,Matching
cushion,O-001919,Active,SD-000266,Matching
pencil,O-004915,Active,SD-000266,Matching
cupboard,O-001915,Active,SD-000266,Matching
school,O-005530,Active,SD-000266,Matching
sink,O-005771,Active,SD-000266,Matching
pillow,O-004990,Active,SD-000266,Matching
toilet,O-006448,Active,SD-000266,Matching
tree,O-006621,Active,SD-000266,Matching
trampoline,O-006594,Active,SD-000266,Matching
house,O-003570,Active,SD-000266,Matching
window,O-007247,Active,SD-000266,Matching
spoon,O-005949,Active,SD-000266,Matching
fork,O-002799,Active,SD-000266,Matching
cup,O-001908,Active,SD-000266,Matching
bath,O-001013,Active,SD-000266,Matching
plate,O-005043,Active,SD-000266,Matching
iPad,O-003775,Active,SD-000266,Matching
drawers,O-002172,Active,SD-000266,Matching
book,O-001248,Active,SD-000266,Matching
shaker,O-005580,Active,SD-000266,Matching
guitar,O-003264,Active,SD-000266,Matching
drum,O-002249,Active,SD-000266,Matching
music,O-004372,Active,SD-000266,Matching
piano,O-004947,Active,SD-000266,Matching
mum,O-004355,Active,SD-000266,Matching
dad,O-001971,Active,SD-000266,Matching
helicopter,O-003404,Active,SD-000266,Matching
ambulance,O-000687,Active,SD-000266,Matching
plane,O-005027,Active,SD-000266,Matching
scooter,O-005547,Active,SD-000266,Matching
boat,O-001236,Active,SD-000266,Matching
fire engine,O-002690,Active,SD-000266,Matching
bus,O-001403,Active,SD-000266,Matching
truck,O-006643,Active,SD-000266,Matching
bike,O-001117,Active,SD-000266,Matching
car,O-001484,Active,SD-000266,Matching
train,O-006571,Active,SD-000266,Matching
motorbike,O-004312,Active,SD-000266,Matching
lego,O-004079,Active,SD-000266,Matching
balloon,O-000943,Active,SD-000266,Matching
playground,O-005069,Active,SD-000266,Matching
playdoh,O-005060,Active,SD-000266,Matching
teddy,O-006307,Active,SD-000266,Matching
blocks,O-001189,Active,SD-000266,Matching
slide,O-005818,Active,SD-000266,Matching
ball,O-000929,Active,SD-000266,Matching
bubbles,O-001359,Active,SD-000266,Matching
puzzle,O-005217,Active,SD-000266,Matching
sand,O-005503,Active,SD-000266,Matching
toy,O-006544,Active,SD-000266,Matching
Various,O-006882,Active,SD-000154,Expressive
a,O-000606,Active,SD-000154,Expressive
and,O-000695,Active,SD-000154,Expressive
be,O-001032,Active,SD-000154,Expressive
in,O-003716,Active,SD-000154,Expressive
I,O-003613,Active,SD-000154,Expressive
is,O-003789,Active,SD-000154,Expressive
it,O-003797,Active,SD-000154,Expressive
of,O-004594,Active,SD-000154,Expressive
that,O-006349,Active,SD-000154,Expressive
the,O-006356,Active,SD-000154,Expressive
to,O-006431,Active,SD-000154,Expressive
was,O-007117,Active,SD-000154,Expressive
they,O-006371,Active,SD-000154,Expressive
we,O-007175,Active,SD-000154,Expressive
with,O-007262,Active,SD-000154,Expressive
you,O-007404,Active,SD-000154,Expressive
on,O-004626,Active,SD-000154,Expressive
one,O-004644,Active,SD-000154,Expressive
said,O-005492,Active,SD-000154,Expressive
so,O-005865,Active,SD-000154,Expressive
he,O-003378,Active,SD-000154,Expressive
her,O-003422,Active,SD-000154,Expressive
his,O-003490,Active,SD-000154,Expressive
not,O-004525,Active,SD-000154,Expressive
but,O-001421,Active,SD-000154,Expressive
for,O-002786,Active,SD-000154,Expressive
had,O-003293,Active,SD-000154,Expressive
have,O-003371,Active,SD-000154,Expressive
all,O-000676,Active,SD-000154,Expressive
as,O-000798,Active,SD-000154,Expressive
are,O-000777,Active,SD-000154,Expressive
at,O-000814,Active,SD-000154,Expressive
circle,O-001658,Active,SD-000154,Expressive
square,O-005964,Active,SD-000154,Expressive
triangle,O-006634,Active,SD-000154,Expressive
rectangle,O-005309,Active,SD-000154,Expressive
heart,O-003394,Active,SD-000154,Expressive
star,O-005998,Active,SD-000154,Expressive
moon,O-004296,Active,SD-000154,Expressive
red,O-005316,Active,SD-000154,Expressive
orange,O-004684,Active,SD-000154,Expressive
yellow,O-007355,Active,SD-000154,Expressive
green,O-003227,Active,SD-000154,Expressive
blue,O-001209,Active,SD-000154,Expressive
pink,O-005004,Active,SD-000154,Expressive
purple,O-005187,Active,SD-000154,Expressive
brown,O-001341,Active,SD-000154,Expressive
grey,O-003254,Active,SD-000154,Expressive
white,O-007233,Active,SD-000154,Expressive
black,O-001158,Active,SD-000154,Expressive
dog,O-002122,Active,SD-000154,Expressive
cat,O-001535,Active,SD-000154,Expressive
cow,O-001852,Active,SD-000154,Expressive
horse,O-003537,Active,SD-000154,Expressive
fish,O-002723,Active,SD-000154,Expressive
pig,O-004973,Active,SD-000154,Expressive
mouse,O-004328,Active,SD-000154,Expressive
snake,O-005844,Active,SD-000154,Expressive
shoe,O-005620,Active,SD-000154,Expressive
socks,O-005887,Active,SD-000154,Expressive
tshirt,O-006657,Active,SD-000154,Expressive
pants,O-004795,Active,SD-000154,Expressive
hat,O-003360,Active,SD-000154,Expressive
water,O-007144,Active,SD-000154,Expressive
juice,O-003890,Active,SD-000154,Expressive
milk,O-004270,Active,SD-000154,Expressive
apple,O-000751,Active,SD-000154,Expressive
banana,O-000960,Active,SD-000154,Expressive
grapes,O-003220,Active,SD-000154,Expressive
bread,O-001319,Active,SD-000154,Expressive
chocolate,O-001644,Active,SD-000154,Expressive
strawberry,O-006041,Active,SD-000154,Expressive
chair,O-001583,Active,SD-000154,Expressive
table,O-006248,Active,SD-000154,Expressive
bed,O-001060,Active,SD-000154,Expressive
desk,O-002041,Active,SD-000154,Expressive
duck,O-002271,Active,SD-000154,Expressive
elephant,O-002373,Active,SD-000154,Expressive
spider,O-005932,Active,SD-000154,Expressive
dinosaur,O-002070,Active,SD-000154,Expressive
lion,O-004146,Active,SD-000154,Expressive
bird,O-001132,Active,SD-000154,Expressive
gloves,O-003171,Active,SD-000154,Expressive
top,O-006494,Active,SD-000154,Expressive
jacket,O-003854,Active,SD-000154,Expressive
scarf,O-005524,Active,SD-000154,Expressive
shorts,O-005665,Active,SD-000154,Expressive
jeans,O-003869,Active,SD-000154,Expressive
dress,O-002187,Active,SD-000154,Expressive
boots,O-001272,Active,SD-000154,Expressive
jumper,O-003915,Active,SD-000154,Expressive
chips,O-001639,Active,SD-000154,Expressive
fridge,O-002817,Active,SD-000154,Expressive
shower,O-005676,Active,SD-000154,Expressive
bottle,O-001279,Active,SD-000154,Expressive
TV,O-006676,Active,SD-000154,Expressive
flower,O-002751,Active,SD-000154,Expressive
couch,O-001820,Active,SD-000154,Expressive
park,O-004874,Active,SD-000154,Expressive
tissue,O-006426,Active,SD-000154,Expressive
swing,O-006106,Active,SD-000154,Expressive
blocks,O-001190,Active,SD-000154,Expressive
computer,O-001794,Active,SD-000154,Expressive
paper,O-004809,Active,SD-000154,Expressive
toast,O-006439,Active,SD-000154,Expressive
baby,O-000875,Active,SD-000154,Expressive
bowl,O-001297,Active,SD-000154,Expressive
cushion,O-001920,Active,SD-000154,Expressive
pencil,O-004916,Active,SD-000154,Expressive
cupboard,O-001916,Active,SD-000154,Expressive
school,O-005531,Active,SD-000154,Expressive
sink,O-005772,Active,SD-000154,Expressive
pillow,O-004991,Active,SD-000154,Expressive
toilet,O-006449,Active,SD-000154,Expressive
tree,O-006622,Active,SD-000154,Expressive
trampoline,O-006595,Active,SD-000154,Expressive
house,O-003571,Active,SD-000154,Expressive
window,O-007248,Active,SD-000154,Expressive
spoon,O-005950,Active,SD-000154,Expressive
fork,O-002800,Active,SD-000154,Expressive
cup,O-001909,Active,SD-000154,Expressive
bath,O-001014,Active,SD-000154,Expressive
plate,O-005044,Active,SD-000154,Expressive
iPad,O-003776,Active,SD-000154,Expressive
drawers,O-002173,Active,SD-000154,Expressive
book,O-001249,Active,SD-000154,Expressive
shaker,O-005581,Active,SD-000154,Expressive
guitar,O-003265,Active,SD-000154,Expressive
drum,O-002250,Active,SD-000154,Expressive
music,O-004373,Active,SD-000154,Expressive
piano,O-004948,Active,SD-000154,Expressive
mum,O-004356,Active,SD-000154,Expressive
dad,O-001972,Active,SD-000154,Expressive
helicopter,O-003405,Active,SD-000154,Expressive
ambulance,O-000688,Active,SD-000154,Expressive
plane,O-005028,Active,SD-000154,Expressive
scooter,O-005548,Active,SD-000154,Expressive
boat,O-001237,Active,SD-000154,Expressive
fire engine,O-002691,Active,SD-000154,Expressive
bus,O-001404,Active,SD-000154,Expressive
truck,O-006644,Active,SD-000154,Expressive
bike,O-001118,Active,SD-000154,Expressive
car,O-001485,Active,SD-000154,Expressive
train,O-006572,Active,SD-000154,Expressive
motorbike,O-004313,Active,SD-000154,Expressive
lego,O-004080,Active,SD-000154,Expressive
balloon,O-000944,Active,SD-000154,Expressive
playground,O-005070,Active,SD-000154,Expressive
playdoh,O-005061,Active,SD-000154,Expressive
teddy,O-006308,Active,SD-000154,Expressive
blocks,O-001191,Active,SD-000154,Expressive
slide,O-005819,Active,SD-000154,Expressive
ball,O-000930,Active,SD-000154,Expressive
bubbles,O-001360,Active,SD-000154,Expressive
puzzle,O-005218,Active,SD-000154,Expressive
sand,O-005504,Active,SD-000154,Expressive
toy,O-006545,Active,SD-000154,Expressive
low preferred activity,O-004194,Active,SD-000026,Activity with distraction
highly preferred activity,O-003466,Active,SD-000026,Activity with distraction
Line to same,O-004136,Active,SD-000519,Worksheet
Tracing,O-006556,Active,SD-000519,Worksheet
Colouring,O-001769,Active,SD-000519,Worksheet
Mazes,O-004247,Active,SD-000519,Worksheet
Finish the pattern,O-002686,Active,SD-000519,Worksheet
Sequencing,O-005563,Active,SD-000519,Worksheet
2 worksheets,O-000370,Active,SD-000519,Worksheet
3 worksheets,O-000470,Active,SD-000519,Worksheet
with distractions,O-007265,Active,SD-000519,Worksheet
Various,O-006883,Active,SD-000519,Worksheet
generalised,O-003016,Active,SD-000519,Worksheet
a,O-000607,Active,SD-000520,Write (no visual)
b,O-000859,Active,SD-000520,Write (no visual)
c,O-001450,Active,SD-000520,Write (no visual)
d,O-001959,Active,SD-000520,Write (no visual)
e,O-002293,Active,SD-000520,Write (no visual)
f,O-002487,Active,SD-000520,Write (no visual)
g,O-002902,Active,SD-000520,Write (no visual)
h,O-003280,Active,SD-000520,Write (no visual)
i,O-003614,Active,SD-000520,Write (no visual)
j,O-003842,Active,SD-000520,Write (no visual)
k,O-003947,Active,SD-000520,Write (no visual)
l,O-004025,Active,SD-000520,Write (no visual)
m,O-004214,Active,SD-000520,Write (no visual)
n,O-004407,Active,SD-000520,Write (no visual)
o,O-004561,Active,SD-000520,Write (no visual)
p,O-004760,Active,SD-000520,Write (no visual)
q,O-005234,Active,SD-000520,Write (no visual)
r,O-005268,Active,SD-000520,Write (no visual)
s,O-005456,Active,SD-000520,Write (no visual)
t,O-006125,Active,SD-000520,Write (no visual)
u,O-006705,Active,SD-000520,Write (no visual)
v,O-006799,Active,SD-000520,Write (no visual)
w,O-007088,Active,SD-000520,Write (no visual)
x,O-007307,Active,SD-000520,Write (no visual)
y,O-007340,Active,SD-000520,Write (no visual)
z,O-007433,Active,SD-000520,Write (no visual)
A,O-000608,Active,SD-000520,Write (no visual)
B,O-000860,Active,SD-000520,Write (no visual)
C,O-001451,Active,SD-000520,Write (no visual)
D,O-001960,Active,SD-000520,Write (no visual)
E,O-002294,Active,SD-000520,Write (no visual)
F,O-002488,Active,SD-000520,Write (no visual)
G,O-002903,Active,SD-000520,Write (no visual)
H,O-003281,Active,SD-000520,Write (no visual)
I,O-003615,Active,SD-000520,Write (no visual)
J,O-003843,Active,SD-000520,Write (no visual)
K,O-003948,Active,SD-000520,Write (no visual)
L,O-004026,Active,SD-000520,Write (no visual)
M,O-004215,Active,SD-000520,Write (no visual)
N,O-004408,Active,SD-000520,Write (no visual)
O,O-004562,Active,SD-000520,Write (no visual)
P,O-004761,Active,SD-000520,Write (no visual)
Q,O-005235,Active,SD-000520,Write (no visual)
R,O-005269,Active,SD-000520,Write (no visual)
S,O-005457,Active,SD-000520,Write (no visual)
T,O-006126,Active,SD-000520,Write (no visual)
U,O-006706,Active,SD-000520,Write (no visual)
V,O-006800,Active,SD-000520,Write (no visual)
W,O-007089,Active,SD-000520,Write (no visual)
X,O-007308,Active,SD-000520,Write (no visual)
Y,O-007341,Active,SD-000520,Write (no visual)
Z,O-007434,Active,SD-000520,Write (no visual)
Clients name,O-001708,Active,SD-000520,Write (no visual)
Various,O-006884,Active,SD-000520,Write (no visual)
Yes,O-007382,Active,SD-000178,Factual
No,O-004473,Active,SD-000178,Factual
Who is it?,O-007241,Active,SD-000524,You be the teacher
Where is it?,O-007229,Active,SD-000524,You be the teacher
What is it?,O-007210,Active,SD-000524,You be the teacher
What colour is it?,O-007203,Active,SD-000524,You be the teacher
What are they doing?,O-007201,Active,SD-000524,You be the teacher
What shape is it?,O-007211,Active,SD-000524,You be the teacher
Generalised cards,O-003122,Active,SD-000524,You be the teacher
Generalised book,O-003121,Active,SD-000524,You be the teacher
How does he/she feel?,O-003579,Active,SD-000524,You be the teacher
happy/calm (green),O-003350,Active,SD-000525,Zones of regulation visual
sad (blue),O-005479,Active,SD-000525,Zones of regulation visual
frustrated/anxious (yellow),O-002870,Active,SD-000525,Zones of regulation visual
angry (red),O-000712,Active,SD-000525,Zones of regulation visual
Aeroplane,O-000643,Active,SD-000363,Receptive
Apple,O-000752,Active,SD-000363,Receptive
Ball,O-000931,Active,SD-000363,Receptive
Banana,O-000961,Active,SD-000363,Receptive
Bath,O-001015,Active,SD-000363,Receptive
Bed,O-001061,Active,SD-000363,Receptive
Bike,O-001119,Active,SD-000363,Receptive
Block,O-001174,Active,SD-000363,Receptive
Boat,O-001238,Active,SD-000363,Receptive
Bowl,O-001298,Active,SD-000363,Receptive
Bread,O-001320,Active,SD-000363,Receptive
Bus,O-001405,Active,SD-000363,Receptive
Car,O-001486,Active,SD-000363,Receptive
Cat,O-001536,Active,SD-000363,Receptive
Chair,O-001584,Active,SD-000363,Receptive
Cow,O-001853,Active,SD-000363,Receptive
Cup,O-001910,Active,SD-000363,Receptive
Dog,O-002123,Active,SD-000363,Receptive
Drink Bottle,O-002213,Active,SD-000363,Receptive
Fire Truck,O-002703,Active,SD-000363,Receptive
Fish,O-002724,Active,SD-000363,Receptive
Flower,O-002752,Active,SD-000363,Receptive
Fork,O-002801,Active,SD-000363,Receptive
Fridge,O-002818,Active,SD-000363,Receptive
Frog,O-002840,Active,SD-000363,Receptive
Guitar,O-003266,Active,SD-000363,Receptive
Helicopter,O-003406,Active,SD-000363,Receptive
Horse,O-003538,Active,SD-000363,Receptive
Jumper,O-003916,Active,SD-000363,Receptive
Mouse,O-004329,Active,SD-000363,Receptive
Nappy,O-004430,Active,SD-000363,Receptive
Piano,O-004949,Active,SD-000363,Receptive
Pig,O-004974,Active,SD-000363,Receptive
Pillow,O-004992,Active,SD-000363,Receptive
Plate,O-005045,Active,SD-000363,Receptive
Puzzle,O-005219,Active,SD-000363,Receptive
Sheep,O-005607,Active,SD-000363,Receptive
Shorts,O-005666,Active,SD-000363,Receptive
Sink,O-005773,Active,SD-000363,Receptive
Socks,O-005888,Active,SD-000363,Receptive
Spoon,O-005951,Active,SD-000363,Receptive
Table,O-006249,Active,SD-000363,Receptive
Train,O-006573,Active,SD-000363,Receptive
Tree,O-006623,Active,SD-000363,Receptive
T-Shirt,O-006144,Active,SD-000363,Receptive
Generalised,O-003017,Active,SD-000363,Receptive
Various,O-006885,Active,SD-000363,Receptive
Aeroplane,O-000644,Active,SD-000125,Expressive
Apple,O-000753,Active,SD-000125,Expressive
Ball,O-000932,Active,SD-000125,Expressive
Banana,O-000962,Active,SD-000125,Expressive
Bath,O-001016,Active,SD-000125,Expressive
Bed,O-001062,Active,SD-000125,Expressive
Bike,O-001120,Active,SD-000125,Expressive
Block,O-001175,Active,SD-000125,Expressive
Boat,O-001239,Active,SD-000125,Expressive
Bowl,O-001299,Active,SD-000125,Expressive
Bread,O-001321,Active,SD-000125,Expressive
Bus,O-001406,Active,SD-000125,Expressive
Car,O-001487,Active,SD-000125,Expressive
Cat,O-001537,Active,SD-000125,Expressive
Chair,O-001585,Active,SD-000125,Expressive
Cow,O-001854,Active,SD-000125,Expressive
Cup,O-001911,Active,SD-000125,Expressive
Dog,O-002124,Active,SD-000125,Expressive
Drink Bottle,O-002214,Active,SD-000125,Expressive
Fire Truck,O-002704,Active,SD-000125,Expressive
Fish,O-002725,Active,SD-000125,Expressive
Flower,O-002753,Active,SD-000125,Expressive
Fork,O-002802,Active,SD-000125,Expressive
Fridge,O-002819,Active,SD-000125,Expressive
Frog,O-002841,Active,SD-000125,Expressive
Guitar,O-003267,Active,SD-000125,Expressive
Helicopter,O-003407,Active,SD-000125,Expressive
Horse,O-003539,Active,SD-000125,Expressive
Jumper,O-003917,Active,SD-000125,Expressive
Mouse,O-004330,Active,SD-000125,Expressive
Nappy,O-004431,Active,SD-000125,Expressive
Piano,O-004950,Active,SD-000125,Expressive
Pig,O-004975,Active,SD-000125,Expressive
Pillow,O-004993,Active,SD-000125,Expressive
Plate,O-005046,Active,SD-000125,Expressive
Puzzle,O-005220,Active,SD-000125,Expressive
Sheep,O-005608,Active,SD-000125,Expressive
Shorts,O-005667,Active,SD-000125,Expressive
Sink,O-005774,Active,SD-000125,Expressive
Socks,O-005889,Active,SD-000125,Expressive
Spoon,O-005952,Active,SD-000125,Expressive
Table,O-006250,Active,SD-000125,Expressive
Train,O-006574,Active,SD-000125,Expressive
Tree,O-006624,Active,SD-000125,Expressive
T-Shirt,O-006145,Active,SD-000125,Expressive
Generalised,O-003018,Active,SD-000125,Expressive
Various,O-006886,Active,SD-000125,Expressive
Blowing,O-001199,Active,SD-000122,Expressive
Brushing,O-001352,Active,SD-000122,Expressive
Building,O-001383,Active,SD-000122,Expressive
Catching,O-001552,Active,SD-000122,Expressive
Clapping,O-001677,Active,SD-000122,Expressive
Cleaning,O-001686,Active,SD-000122,Expressive
Climbing,O-001716,Active,SD-000122,Expressive
Cooking,O-001807,Active,SD-000122,Expressive
Crawling,O-001874,Active,SD-000122,Expressive
Crying,O-001892,Active,SD-000122,Expressive
Cutting,O-001938,Active,SD-000122,Expressive
Dancing,O-001990,Active,SD-000122,Expressive
Digging,O-002064,Active,SD-000122,Expressive
Drawing,O-002181,Active,SD-000122,Expressive
Drinking,O-002222,Active,SD-000122,Expressive
Driving,O-002242,Active,SD-000122,Expressive
Drying,O-002263,Active,SD-000122,Expressive
Eating,O-002331,Active,SD-000122,Expressive
Hugging,O-003587,Active,SD-000122,Expressive
Jumping,O-003926,Active,SD-000122,Expressive
Laughing,O-004066,Active,SD-000122,Expressive
Painting,O-004787,Active,SD-000122,Expressive
Pasting,O-004884,Active,SD-000122,Expressive
Playing,O-005078,Active,SD-000122,Expressive
Pointing,O-005107,Active,SD-000122,Expressive
Reading,O-005296,Active,SD-000122,Expressive
Riding,O-005382,Active,SD-000122,Expressive
Running,O-005444,Active,SD-000122,Expressive
Sitting,O-005789,Active,SD-000122,Expressive
Sleeping,O-005811,Active,SD-000122,Expressive
Sneezing,O-005860,Active,SD-000122,Expressive
Swimming,O-006095,Active,SD-000122,Expressive
Talking,O-006260,Active,SD-000122,Expressive
Throwing,O-006405,Active,SD-000122,Expressive
Typing,O-006694,Active,SD-000122,Expressive
Washing,O-007129,Active,SD-000122,Expressive
Waving,O-007169,Active,SD-000122,Expressive
Writing,O-007289,Active,SD-000122,Expressive
Generalised,O-003019,Active,SD-000122,Expressive
Various,O-006887,Active,SD-000122,Expressive
Parent 1 Clapping,O-004818,Active,SD-000402,Receptive Person/action
Parent 1 Cooking,O-004820,Active,SD-000402,Receptive Person/action
Parent 1 Cutting,O-004822,Active,SD-000402,Receptive Person/action
